,gene_symbol,UMAP 0,UMAP 1,hdbscan_filled_cluster
147,ACLY,67.78378295898438,4.793245792388916,356
148,ACMSD,64.83352661132812,4.181614398956299,358
149,ACO1,66.84171295166016,4.28912878036499,357
150,ACO2,69.27925872802734,5.4553751945495605,356
151,ACOD1,60.048465728759766,4.224210262298584,349
152,ACOT1,58.20405578613281,1.9706670045852661,348
153,ACOT11,57.46869659423828,3.4427268505096436,348
154,ACOT12,63.09439468383789,3.646263837814331,358
155,ACOT13,57.980472564697266,7.570133209228516,349
156,ACOT2,58.72457504272461,1.960904598236084,348
157,ACOT4,58.352134704589844,2.1744656562805176,348
158,ACOT6,59.303409576416016,2.2075984477996826,349
159,ACOT7,64.08758544921875,6.385412216186523,293
160,ACOT8,48.785091400146484,6.413238525390625,456
161,ACOX1,65.11213684082031,2.9992055892944336,358
162,ACOX2,64.94244384765625,3.6752333641052246,358
163,ACOX3,65.7449951171875,3.647829294204712,358
164,ACOXL,65.63790130615234,3.8692233562469482,358
165,ACP1,44.192073822021484,9.560687065124512,436
166,ACP2,62.54192352294922,-5.439590930938721,212
167,ACP4,64.54450225830078,-5.562021255493164,212
168,ACP5,65.35517120361328,-6.158944606781006,212
169,ACP6,58.85969924926758,0.170067697763443,288
170,ACP7,64.22222900390625,-6.56563663482666,212
171,ACR,70.8326416015625,-22.231365203857422,119
172,ACRBP,71.1377182006836,-12.645293235778809,218
173,ACRV1,4.299385070800781,18.01279067993164,275
174,ACSBG1,66.73957824707031,3.4840941429138184,358
175,ACSBG2,67.61917877197266,3.286804437637329,358
176,ACSF2,67.25425720214844,3.6111791133880615,358
177,ACSF3,58.45845031738281,4.730243682861328,349
178,ACSL1,66.93832397460938,2.660249948501587,358
179,ACSL3,67.1667709350586,3.113560199737549,358
180,ACSL5,67.19871520996094,2.9328153133392334,358
181,ACSL6,66.42236328125,2.9977500438690186,358
182,ACSM1,70.73541259765625,3.1752660274505615,189
183,ACSM2A,70.70879364013672,3.365722894668579,189
184,ACSM2B,70.7094955444336,3.4185092449188232,189
185,ACSM3,70.83613586425781,3.1660242080688477,189
186,ACSM4,70.53194427490234,3.1979219913482666,189
187,ACSM5,69.97815704345703,3.4082705974578857,189
188,ACSM6,71.03748321533203,3.0488815307617188,189
189,ACSS1,66.41312408447266,3.1390485763549805,358
190,ACSS2,67.1515884399414,3.314087152481079,358
191,ACSS3,67.656982421875,3.5966086387634277,358
192,ACTA1,89.03593444824219,10.010250091552734,72
193,ACTA2,88.85680389404297,9.719209671020508,72
194,ACTB,88.67278289794922,9.945337295532227,72
195,ACTBL2,88.4468994140625,9.770427703857422,72
196,ACTC1,89.10636138916016,9.996376991271973,72
197,ACTG1,87.83557891845703,9.831222534179688,72
198,ACTG2,88.81874084472656,10.364853858947754,72
199,ACTL10,83.39070129394531,8.6806640625,75
200,ACTL6A,46.581390380859375,2.734546184539795,424
201,ACTL6B,47.28973388671875,2.452731132507324,424
202,ACTL7A,84.33668518066406,8.85680103302002,75
203,ACTL7B,84.70210266113281,8.928884506225586,75
204,ACTL8,84.74337768554688,8.607778549194336,75
205,ACTL9,84.23933410644531,9.119853973388672,75
206,ACTN1,8.380802154541016,-9.747725486755371,102
207,ACTN2,8.929603576660156,-9.613542556762695,102
208,ACTN3,8.492527961730957,-9.794281959533691,102
209,ACTN4,8.66684341430664,-9.657974243164062,102
210,ACTR10,47.03297805786133,2.6629886627197266,424
211,ACTR1A,47.7964973449707,2.658313751220703,423
212,ACTR1B,47.18427658081055,3.033073902130127,424
213,ACTR2,47.87284469604492,2.59081768989563,423
214,ACTR3,46.588714599609375,2.915411949157715,424
215,ACTR3B,48.8529052734375,2.936797618865967,423
216,ACTR3C,49.53934097290039,3.2062363624572754,423
217,ACTR5,42.70466995239258,3.88959002494812,429
218,ACTR6,47.279537200927734,2.6910057067871094,424
219,ACTR8,44.371055603027344,3.3337130546569824,435
220,ACTRT2,84.59559631347656,8.878535270690918,75
221,ACTRT3,84.35298919677734,8.909940719604492,75
222,ACVR1,66.36021423339844,33.42832946777344,65
223,ACVR1B,66.51649475097656,33.38660430908203,65
224,ACVR1C,67.03555297851562,33.08233642578125,65
225,ACVR2A,66.44206237792969,33.39511489868164,65
226,ACVR2B,66.78672790527344,32.97816467285156,65
227,ACVRL1,66.63043975830078,33.28264617919922,65
228,ACY1,60.41470718383789,4.206298351287842,349
229,ACY3,56.589900970458984,4.576746463775635,349
230,ACYP1,49.95792007446289,10.24190616607666,431
231,ACYP2,52.46630096435547,9.499224662780762,353
232,ADA,62.831092834472656,5.430278301239014,355
233,ADA2,63.30758285522461,-5.460367202758789,212
234,ADAD1,32.66826248168945,5.278844356536865,443
235,ADAD2,14.025626182556152,6.698265552520752,381
236,ADAL,50.55742645263672,6.23331356048584,457
237,ADAM10,58.68253707885742,-13.065727233886719,187
238,ADAM11,59.50767135620117,-15.066895484924316,197
239,ADAM12,60.9801139831543,-15.475708961486816,197
240,ADAM15,60.61137771606445,-15.455156326293945,197
241,ADAM17,59.511444091796875,-13.308466911315918,197
242,ADAM18,59.37101364135742,-15.505326271057129,197
243,ADAM19,60.202362060546875,-15.38620376586914,197
244,ADAM2,59.3715934753418,-15.585977554321289,197
245,ADAM20,59.32248306274414,-15.585260391235352,197
246,ADAM21,59.37751770019531,-15.63683032989502,197
247,ADAM22,57.79608917236328,-14.447270393371582,197
248,ADAM23,58.76942443847656,-14.521768569946289,197
249,ADAM28,59.843597412109375,-15.181937217712402,197
250,ADAM29,59.27245330810547,-15.839293479919434,197
251,ADAM30,59.617919921875,-15.676419258117676,197
252,ADAM32,58.962642669677734,-15.294047355651855,197
253,ADAM33,60.32060241699219,-15.22689437866211,197
254,ADAM7,59.02842330932617,-15.274682998657227,197
255,ADAM8,59.80147933959961,-15.295915603637695,197
256,ADAM9,59.98248291015625,-15.156595230102539,197
257,ADAMDEC1,60.713226318359375,-14.333681106567383,197
258,ADAMTS1,62.06590270996094,-15.17529582977295,197
259,ADAMTS10,60.51760482788086,-15.548154830932617,197
260,ADAMTS12,60.4719123840332,-15.966849327087402,197
261,ADAMTS13,60.379024505615234,-15.48652458190918,197
262,ADAMTS14,60.22809600830078,-15.867539405822754,197
263,ADAMTS15,61.21406555175781,-15.279606819152832,197
264,ADAMTS16,60.890377044677734,-15.761012077331543,197
265,ADAMTS17,61.33345413208008,-15.586679458618164,197
266,ADAMTS18,60.90562438964844,-15.791306495666504,197
267,ADAMTS19,61.678367614746094,-15.742464065551758,197
268,ADAMTS2,60.75075149536133,-15.538187980651855,197
269,ADAMTS20,60.805362701416016,-16.393047332763672,197
270,ADAMTS3,61.28369903564453,-15.404892921447754,197
271,ADAMTS4,63.75990676879883,-14.04487133026123,197
272,ADAMTS5,62.25503921508789,-15.041651725769043,197
273,ADAMTS6,61.2208366394043,-15.96455192565918,197
274,ADAMTS7,60.103206634521484,-16.025915145874023,197
275,ADAMTS8,61.65829086303711,-15.355719566345215,197
276,ADAMTS9,60.53009796142578,-16.246896743774414,197
277,ADAMTSL1,60.94432830810547,-16.37967300415039,197
278,ADAMTSL2,61.894630432128906,-15.693093299865723,197
279,ADAMTSL3,60.72610092163086,-16.168087005615234,197
280,ADAMTSL4,62.76186752319336,-15.574667930603027,197
281,ADAMTSL5,66.15379333496094,-13.714865684509277,198
282,ADAP1,21.810741424560547,1.8151787519454956,400
283,ADAP2,18.850269317626953,1.8888359069824219,418
284,ADAR,17.07398223876953,5.581653594970703,380
285,ADARB1,19.717304229736328,5.752807140350342,372
286,ADARB2,24.251493453979492,5.66780948638916,421
287,ADAT1,38.31511688232422,6.478507995605469,426
288,ADAT2,47.7804069519043,7.124819278717041,433
289,ADAT3,47.2173957824707,5.518240928649902,419
290,ADCK1,51.46855163574219,3.9277727603912354,439
291,ADCK2,50.468666076660156,4.321450710296631,414
292,ADCK5,52.033538818359375,3.8760123252868652,302
293,ADCY10,17.548730850219727,-3.9294326305389404,368
294,ADCY2,32.612213134765625,-19.01078987121582,130
295,ADCY3,33.48530960083008,-19.030847549438477,130
296,ADCY4,33.38053512573242,-18.94900131225586,130
297,ADCY5,32.62652587890625,-18.915884017944336,130
298,ADCY6,32.900299072265625,-18.734006881713867,130
299,ADCY7,33.09284591674805,-18.924997329711914,130
300,ADCY8,32.702030181884766,-18.91006851196289,130
301,ADCY9,32.15113067626953,-18.798582077026367,130
302,ADCYAP1,91.8384780883789,-16.576026916503906,107
303,ADCYAP1R1,33.67544174194336,-23.32288932800293,117
304,ADD1,11.364800453186035,0.28999340534210205,374
305,ADD2,13.714759826660156,0.11996275931596756,415
306,ADD3,13.080824851989746,0.3393329381942749,415
307,ADGB,-5.7149810791015625,-0.5344008207321167,257
308,ADGRA1,23.314712524414062,-16.438549041748047,124
309,ADGRA2,46.05849838256836,-17.950916290283203,181
310,ADGRA3,46.719051361083984,-18.049598693847656,181
311,ADGRB1,38.69919204711914,-18.791719436645508,112
312,ADGRB2,38.875999450683594,-19.248411178588867,112
313,ADGRB3,39.9720458984375,-18.363313674926758,112
314,ADGRD1,34.353431701660156,-22.724632263183594,116
315,ADGRD2,35.063846588134766,-22.071861267089844,116
316,ADGRE1,35.260704040527344,-22.62920570373535,116
317,ADGRE2,35.06064224243164,-22.533950805664062,116
318,ADGRE3,35.13286209106445,-22.546932220458984,116
319,ADGRE5,35.47520065307617,-22.500123977661133,116
320,ADGRF1,34.951133728027344,-22.781774520874023,116
321,ADGRF3,35.907222747802734,-21.908279418945312,116
322,ADGRF4,35.1464729309082,-22.441017150878906,116
323,ADGRF5,35.63304138183594,-22.74908447265625,116
324,ADGRG1,34.59842300415039,-22.500104904174805,116
325,ADGRG3,33.70414352416992,-22.22614860534668,116
326,ADGRG5,34.87081527709961,-22.175678253173828,116
327,ADGRG6,35.032875061035156,-22.600849151611328,116
328,ADGRG7,35.67525100708008,-22.87192153930664,116
329,ADGRL1,38.727882385253906,-18.88115119934082,112
330,ADGRL2,39.14328384399414,-18.852123260498047,112
331,ADGRL4,35.277313232421875,-22.737369537353516,116
332,ADH1A,72.0660171508789,3.980440616607666,189
333,ADH1B,72.04718017578125,4.050582408905029,189
334,ADH1C,72.37836456298828,3.982313871383667,189
335,ADH4,72.19974517822266,4.048052787780762,189
336,ADH5,72.71460723876953,3.9806630611419678,189
337,ADH6,71.0645523071289,3.9920146465301514,189
338,ADH7,72.59658813476562,4.10142707824707,189
339,ADHFE1,67.79277038574219,5.381000995635986,356
340,ADI1,53.9253044128418,6.584146499633789,453
341,ADIG,18.943256378173828,21.80584144592285,260
342,ADIPOQ,95.32572937011719,-11.22689151763916,93
343,ADIPOR1,13.947681427001953,-24.11411476135254,158
344,ADIPOR2,13.3921537399292,-24.094303131103516,158
345,ADIRF,23.992050170898438,18.308185577392578,221
346,ADK,55.75978088378906,4.624316215515137,440
347,ADM,85.57734680175781,-15.262263298034668,110
348,ADM2,89.38147735595703,-15.892170906066895,107
349,ADM5,79.34019470214844,-15.870952606201172,200
350,ADNP,-26.789865493774414,9.996427536010742,144
351,ADNP2,-26.28803062438965,9.96755313873291,144
352,ADO,43.57373046875,8.39798355102539,436
353,ADORA1,-104.71865844726562,-18.584848403930664,14
354,ADORA2A,-104.55645751953125,-19.038103103637695,14
355,ADORA2B,-105.10521697998047,-18.644283294677734,14
356,ADORA3,-104.87396240234375,-18.491954803466797,14
357,ADPGK,56.27631759643555,0.1956867128610611,291
358,ADPRH,47.09792709350586,1.707255482673645,424
359,ADPRHL1,2.435795783996582,4.946446418762207,407
360,ADPRM,49.11869812011719,5.7342610359191895,446
361,ADRA1A,-102.98222351074219,-18.649404525756836,14
362,ADRA1B,-103.32957458496094,-18.14653778076172,14
363,ADRA1D,-103.42989349365234,-18.402666091918945,14
364,ADRA2A,-102.61041259765625,-17.949106216430664,14
365,ADRA2B,-102.87324523925781,-17.864498138427734,14
366,ADRA2C,-102.64427185058594,-18.61849021911621,14
367,ADRB1,-103.9717025756836,-18.767459869384766,14
368,ADRB2,-105.08905029296875,-18.395671844482422,14
369,ADRB3,-103.85760498046875,-19.36310577392578,14
370,ADRM1,24.130178451538086,9.969404220581055,390
371,ADSL,65.90403747558594,5.402975082397461,358
372,ADTRP,12.392663955688477,-24.43575096130371,157
373,AEBP1,66.45233917236328,-10.89736557006836,217
374,AEBP2,14.59715461730957,7.98859977722168,359
375,AEN,38.62200164794922,7.635469913482666,426
376,AFAP1,8.597737312316895,1.6449756622314453,365
377,AFAP1L1,10.863921165466309,2.043942928314209,374
378,AFAP1L2,10.768196105957031,1.6875940561294556,374
379,AFDN,4.200058937072754,-0.6765348315238953,389
380,AFF1,-4.244713306427002,6.9247846603393555,271
381,AFF3,-5.372219562530518,6.543473243713379,271
382,AFF4,-6.006760597229004,6.9137349128723145,271
383,AFG1L,55.5816650390625,7.830240726470947,353
384,AFG3L2,44.095489501953125,2.3247034549713135,435
385,AFM,68.54532623291016,-11.198065757751465,217
386,AFMID,56.881534576416016,4.682750701904297,349
387,AFP,68.37348937988281,-11.424966812133789,217
388,AFTPH,2.1294405460357666,6.245203495025635,412
389,AGA,64.23507690429688,-4.712924480438232,212
390,AGAP1,6.15711784362793,-0.03806598111987114,389
391,AGAP2,11.368467330932617,4.738957405090332,381
392,AGAP3,5.725912570953369,0.43283236026763916,389
393,AGAP4,17.514184951782227,1.692129135131836,417
394,AGAP5,17.76189422607422,1.7733964920043945,417
395,AGAP6,17.402063369750977,1.6839418411254883,417
396,AGAP9,19.13528823852539,2.1068286895751953,418
397,AGBL2,16.085718154907227,4.074984073638916,409
398,AGBL3,12.748787879943848,4.092587947845459,381
399,AGBL4,23.869699478149414,0.23770685493946075,305
400,AGBL5,17.557727813720703,4.1734232902526855,409
401,AGER,19.125633239746094,32.54834747314453,227
402,AGFG1,-7.173317909240723,8.180031776428223,272
403,AGFG2,-6.636262893676758,8.143221855163574,272
404,AGGF1,23.63188362121582,9.179204940795898,392
405,AGK,51.7368278503418,3.2134666442871094,302
406,AGL,23.359970092773438,-4.699357509613037,310
407,AGMAT,61.89287567138672,5.3268327713012695,355
408,AGMO,17.374387741088867,-22.747690200805664,162
409,AGO4,27.52802276611328,0.18080049753189087,311
410,AGPAT1,58.447120666503906,0.14702415466308594,288
411,AGPAT2,60.0001335144043,0.18340128660202026,288
412,AGPAT3,56.14495086669922,0.09651322662830353,291
413,AGPAT4,56.272769927978516,-0.12388885766267776,291
414,AGPAT5,54.4951171875,0.3212764859199524,270
415,AGPS,55.83507537841797,2.632397413253784,292
416,AGR2,57.48122787475586,-5.8909478187561035,185
417,AGR3,57.97395324707031,-5.953001499176025,185
418,AGRN,54.37417221069336,-17.83743667602539,168
419,AGRP,90.11103057861328,-16.270511627197266,107
420,AGT,72.97199249267578,-40.88835525512695,55
421,AGTPBP1,19.54461669921875,0.36461031436920166,376
422,AGTR1,-110.53800964355469,-18.786863327026367,14
423,AGTRAP,3.5815443992614746,-21.674789428710938,105
424,AGXT,66.00302124023438,3.446380853652954,358
425,AGXT2,66.31470489501953,3.881803035736084,358
426,AHCTF1,11.988353729248047,-5.245856761932373,177
427,AHCY,68.58049011230469,6.893192768096924,356
428,AHCYL1,67.2529525756836,5.599183559417725,356
429,AHCYL2,64.09166717529297,4.889016151428223,358
430,AHDC1,-7.901223182678223,7.7166290283203125,272
431,AHI1,9.286201477050781,2.572277784347534,362
432,AHR,-6.061699867248535,9.58149242401123,272
433,AHRR,5.342166900634766,8.131839752197266,404
434,AHSA1,39.10997772216797,10.12777328491211,361
435,AHSG,70.24615478515625,-11.978023529052734,218
436,AHSP,21.607934951782227,15.980783462524414,280
437,AICDA,92.72975158691406,4.639206409454346,67
438,AIDA,34.811153411865234,7.877379417419434,369
439,AIF1,-40.76130676269531,-7.357917308807373,44
440,AIF1L,-41.1463508605957,-7.239314556121826,44
441,AIFM2,59.452571868896484,3.689084768295288,349
442,AIFM3,62.141136169433594,4.39217472076416,355
443,AIG1,12.189064025878906,-24.141489028930664,157
444,AIM2,33.61479187011719,0.8342592120170593,337
445,AIMP1,34.00498580932617,12.46318531036377,367
446,AIMP2,43.89070129394531,8.007546424865723,436
447,AIP,31.408676147460938,2.7929108142852783,402
448,AIPL1,29.734230041503906,-0.9564002156257629,306
449,AIRE,13.484237670898438,10.131467819213867,379
450,AJAP1,16.792835235595703,20.76528549194336,260
451,AJM1,3.5368146896362305,10.476462364196777,320
452,AJUBA,13.257145881652832,9.290657997131348,379
453,AK1,49.68600845336914,6.686563968658447,457
454,AK2,53.88658142089844,7.568517208099365,453
455,AK3,53.62843322753906,7.30623722076416,453
456,AK4,53.67034149169922,7.169532299041748,453
457,AK5,34.80219650268555,4.090203285217285,443
458,AK6,49.522850036621094,6.740854740142822,457
459,AK7,-2.2908332347869873,0.15584854781627655,250
460,AK8,28.700008392333984,3.3243908882141113,307
461,AK9,-3.5967047214508057,-0.7012607455253601,254
462,AKAIN1,15.390195846557617,15.8662109375,338
463,AKAP1,5.604557514190674,5.649690628051758,363
464,AKAP10,20.866653442382812,1.4234267473220825,350
465,AKAP11,-2.8248214721679688,5.448812007904053,299
466,AKAP12,11.039384841918945,15.70818042755127,342
467,AKAP3,0.9304803013801575,9.872952461242676,320
468,AKAP5,11.02345085144043,15.88017749786377,342
469,AKAP7,26.768142700195312,9.27737045288086,447
470,AKAP8,-9.452008247375488,6.540897369384766,272
471,AKAP8L,-8.514520645141602,6.443509578704834,272
472,AKIP1,18.212291717529297,18.231210708618164,279
473,AKIRIN1,24.4855899810791,11.845770835876465,351
474,AKIRIN2,21.097980499267578,10.760769844055176,385
475,AKNA,-0.5133531093597412,9.157275199890137,320
476,AKNAD1,0.7500835657119751,6.252681255340576,411
477,AKR1A1,73.70001983642578,2.5555567741394043,113
478,AKR1B1,74.45115661621094,2.3664257526397705,113
479,AKR1B10,74.83265686035156,2.3806040287017822,113
480,AKR1B15,74.69286346435547,2.362020969390869,113
481,AKR1C1,73.59877014160156,2.513047695159912,113
482,AKR1C2,74.29844665527344,2.1240389347076416,113
483,AKR1C3,74.83094787597656,2.4272449016571045,113
484,AKR1C4,75.36113739013672,2.503140449523926,113
485,AKR1D1,73.04705047607422,1.9430137872695923,113
486,AKR1E2,74.31377410888672,2.2951712608337402,113
487,AKR7A2,60.42668151855469,4.720731735229492,349
488,AKR7A3,61.88119888305664,3.9306349754333496,355
489,AKR7L,60.246219635009766,3.2853798866271973,349
490,AKT1,59.36481475830078,36.84840774536133,69
491,AKT1S1,16.715656280517578,14.148579597473145,339
492,AKT2,57.8599739074707,37.09560775756836,69
493,AKT3,58.58110046386719,37.187374114990234,69
494,AKTIP,36.51091384887695,-8.574440956115723,79
495,ALAD,59.45610809326172,4.945775032043457,349
496,ALAS1,65.93972778320312,4.439733982086182,358
497,ALB,68.30389404296875,-11.235925674438477,217
498,ALCAM,47.961116790771484,-14.931979179382324,181
499,ALDH16A1,41.24897003173828,-1.3862674236297607,284
500,ALDH18A1,61.39914321899414,5.146761894226074,355
501,ALDH1A1,69.60429382324219,4.916409492492676,356
502,ALDH1A2,68.38418579101562,5.022966384887695,356
503,ALDH1A3,69.54332733154297,5.248871326446533,356
504,ALDH1B1,69.61786651611328,5.486693382263184,356
505,ALDH1L1,67.48632049560547,4.576385498046875,357
506,ALDH1L2,68.0176010131836,4.028286457061768,357
507,ALDH2,69.45366668701172,5.322924613952637,356
508,ALDH3A1,68.00588989257812,4.125559329986572,357
509,ALDH3A2,67.17780303955078,4.14316463470459,357
510,ALDH3B1,64.5960693359375,4.216461181640625,358
511,ALDH3B2,65.11827850341797,3.8079071044921875,358
512,ALDH4A1,69.31541442871094,5.0668864250183105,356
513,ALDH5A1,69.0947494506836,5.344834327697754,356
514,ALDH6A1,68.65371704101562,4.954901218414307,356
515,ALDH7A1,68.7115707397461,5.107484817504883,356
516,ALDH8A1,68.43606567382812,5.032109260559082,356
517,ALDH9A1,68.4664077758789,5.170261859893799,356
518,ALDOA,69.06509399414062,7.394232749938965,356
