gene_symbol,cluster_id,x,y
VMAC,293,0.5029283761978149,0.09658694267272949
GPATCH11,79,16.652555465698242,7.1768083572387695
OR5C1,76,-5.181197643280029,22.630823135375977
MAP3K8,6,16.433490753173828,3.4134340286254883
VDAC2,165,11.880180358886719,13.167173385620117
KLHL40,65,16.516733169555664,5.878105163574219
ARHGEF38,405,15.037942886352539,-0.26803481578826904
ORAI1,253,-2.992011070251465,17.071998596191406
MRGPRG,185,-1.2630221843719482,21.224639892578125
LNPK,218,8.829611778259277,22.48414421081543
NEUROG3,33,1.7539620399475098,-2.9188473224639893
IGHV3-7,147,-5.599889755249023,1.4499675035476685
BAG5,74,6.651931285858154,0.546920657157898
CHTOP,52,12.704257011413574,-3.878451347351074
TMEM182,23,5.652888298034668,22.60074234008789
F2R,63,-1.5883818864822388,18.066822052001953
FRG1,79,16.66926383972168,6.897060871124268
OR1N2,200,-6.38001823425293,18.097192764282227
RIT1,102,17.359025955200195,13.495588302612305
CLEC4E,173,-3.1784210205078125,7.6846394538879395
PTDSS1,2,9.899827003479004,23.689905166625977
OR4C6,94,-3.2457334995269775,18.557113647460938
ARL14EPL,314,-0.38536006212234497,5.98812198638916
TIMM22,312,15.226232528686523,24.50808334350586
GPR152,153,-0.2909364700317383,21.57828712463379
RHOH,102,16.853191375732422,13.447643280029297
OPCML,51,-2.4363746643066406,12.934913635253906
SPEF2,45,26.06161117553711,3.465461492538452
IGLV1-36,21,-3.377652168273926,5.410881996154785
MBL2,62,4.761143207550049,10.306835174560547
MYBPHL,249,7.674796104431152,8.281692504882812
OLFM4,125,3.073801040649414,11.0463228225708
WFDC12,22,1.5025813579559326,7.225053310394287
DENND5B,304,20.71944236755371,0.22557781636714935
KIF26A,132,15.444398880004883,-3.676973819732666
BRK1,263,9.516959190368652,10.359973907470703
PNLIPRP3,111,7.022152900695801,14.184308052062988
SEC16A,157,13.545778274536133,-7.909534454345703
FTSJ3,208,18.54151153564453,8.202569007873535
SLC39A6,284,7.08466100692749,23.494108200073242
ZBTB34,146,7.783110618591309,-5.923361301422119
ESM1,19,1.2032150030136108,11.300748825073242
NOTCH2NLA,26,0.6451002359390259,13.440650939941406
SRGAP2C,61,15.970677375793457,-1.4466387033462524
ALYREF,52,12.775053024291992,-4.2912702560424805
SETDB1,103,10.770870208740234,-0.6034469604492188
CAPZA1,193,16.342988967895508,13.146749496459961
GOLGA6L2,190,27.317480087280273,-3.076247215270996
DCTN4,48,10.751829147338867,2.4529201984405518
KIAA0040,40,3.8271079063415527,18.27402114868164
TPRX1,295,-2.319470167160034,-6.800809860229492
TFCP2,272,8.46876049041748,-3.2676870822906494
C4orf36,5,3.9740145206451416,2.9461796283721924
C1orf105,20,26.973201751708984,1.3468379974365234
ZNF516,116,9.837926864624023,-6.217674255371094
APMAP,400,10.257447242736816,21.29531478881836
KLHDC8B,365,26.765954971313477,12.469169616699219
SLC3A2,258,9.297358512878418,18.304004669189453
ANP32E,120,13.917961120605469,8.201765060424805
SUN2,95,24.82483673095703,-7.880233287811279
REXO4,97,20.94402503967285,9.35388469696045
SUPT3H,339,20.081932067871094,-2.06766939163208
ZKSCAN1,83,6.568045616149902,-6.420711517333984
COASY,119,23.277334213256836,15.313240051269531
JAM3,121,-4.745706558227539,9.778738021850586
PRELID3A,327,12.472397804260254,16.29358673095703
HSBP1L1,46,12.874496459960938,8.943132400512695
ZNF30,231,7.979046821594238,-9.322441101074219
PHF21B,183,11.441248893737793,-8.229520797729492
DNPH1,174,19.20941925048828,19.003074645996094
SLC6A3,58,3.032233953475952,25.175331115722656
AKR7A2,174,18.86534881591797,19.134084701538086
FAM78A,387,1.8143725395202637,3.0910141468048096
PBLD,300,14.435705184936523,21.36674690246582
TMEM256,36,13.997793197631836,22.091533660888672
ZNF879,55,10.92987060546875,-8.814199447631836
C6orf52,215,5.419538497924805,-4.76967716217041
SLC15A5,77,8.081195831298828,25.34071922302246
DCDC1,45,26.02035903930664,3.693725824356079
RIMKLA,65,15.909066200256348,6.801061630249023
ZNF764,86,8.002424240112305,-8.155474662780762
PLGRKT,36,14.623117446899414,22.468399047851562
SRL,335,17.791275024414062,10.468408584594727
NXPE4,192,11.401054382324219,18.933828353881836
TBR1,215,4.2799201011657715,-4.59964656829834
ALDOA,156,14.890501022338867,18.07518196105957
GGTLC3,258,9.705950736999512,19.952119827270508
L3MBTL3,103,11.811657905578613,-1.4904154539108276
DEFB121,22,2.1000730991363525,8.33426570892334
PRMT3,159,25.303142547607422,14.533773422241211
RGS13,383,12.610892295837402,3.154386281967163
CERCAM,305,5.601504802703857,16.143102645874023
GOLGA6D,190,26.160261154174805,-5.986594200134277
C18orf32,36,14.849092483520508,22.32042121887207
PI4K2A,57,3.9558701515197754,-0.5149480104446411
SEMA3F,337,1.1440330743789673,15.891045570373535
CCL27,144,0.3899663984775543,8.84632396697998
DIPK1B,30,6.336736679077148,16.22712516784668
INAFM1,290,-3.1281585693359375,-1.1804654598236084
UBL5,34,11.453421592712402,12.813318252563477
ANAPC10,355,16.02376365661621,12.285985946655273
WASHC5,114,22.909584045410156,7.194833278656006
FRMD5,349,18.131139755249023,2.5311765670776367
ETV4,235,6.445326328277588,-3.8803770542144775
FGL1,207,3.5947275161743164,13.428112983703613
RGS4,383,12.821305274963379,3.473686456680298
SOX6,209,10.637378692626953,-3.2368574142456055
KHDC3L,420,8.447236061096191,4.921992778778076
MLX,46,12.997557640075684,9.136517524719238
NELFA,104,10.874232292175293,-6.701147079467773
PRSS27,31,2.1733999252319336,9.890490531921387
STOML2,352,16.440412521362305,15.029288291931152
NEFH,85,6.325388431549072,2.148761510848999
FGFBP1,314,-0.7906762957572937,4.603415489196777
ZBED8,74,7.056780815124512,0.08419695496559143
NDUFS1,73,17.43617057800293,17.400997161865234
GNRHR,63,-2.766660213470459,18.21521759033203
PEX3,114,22.830068588256836,7.909327507019043
KRT9,44,12.317390441894531,5.958004474639893
EHBP1,252,19.623586654663086,-7.3781023025512695
LRIT1,92,-2.9457476139068604,15.336013793945312
MOB1B,129,14.364916801452637,10.971240997314453
TMEM132E,51,-3.892988681793213,13.407869338989258
WASHC4,114,22.97570037841797,6.7124834060668945
PRDX5,184,18.647741317749023,24.9393367767334
ZNF90,110,3.3347275257110596,-8.458464622497559
RPS8,8,14.193679809570312,12.807804107666016
TOX,183,12.43365478515625,-8.570045471191406
CTNNBIP1,263,9.767340660095215,9.802897453308105
CDO1,299,13.277063369750977,17.593364715576172
RNF165,183,11.526000022888184,-7.878707408905029
ANKS1A,78,18.446300506591797,-0.6448698043823242
AZU1,31,0.5762100219726562,9.707643508911133
TIMM9,221,12.991600036621094,15.100479125976562
TMEM167A,29,9.960777282714844,23.099037170410156
PDILT,149,8.321432113647461,13.465649604797363
RESF1,138,20.80724334716797,-2.60274600982666
TPGS2,340,27.055692672729492,3.5826773643493652
RPS6KB2,6,16.212142944335938,3.054870843887329
CHTF8,396,15.004414558410645,9.614049911499023
IDNK,227,21.63997459411621,19.548376083374023
FAM234B,258,9.489328384399414,18.40842628479004
CGB8,319,-0.7884981632232666,6.802326679229736
OR5AK2,127,-5.022270202636719,20.384021759033203
PPP1R3A,138,20.18349838256836,-2.3421294689178467
FZD6,382,-0.24007946252822876,16.772825241088867
NFAM1,107,-5.134044170379639,6.105974197387695
NSMCE3,233,3.036945343017578,0.11122441291809082
KMO,411,10.018733978271484,20.72768783569336
PCDH18,93,-5.668874740600586,11.481690406799316
CCDC68,66,25.655048370361328,-1.604827642440796
RASA3,237,17.530580520629883,2.285201072692871
NUAK1,6,16.07904624938965,3.9113833904266357
HIGD1C,36,14.082131385803223,21.80729866027832
NMNAT3,202,21.09090805053711,16.46076774597168
WIPF1,134,16.629480361938477,-6.205042839050293
GMPS,182,20.322372436523438,11.02686595916748
AP4E1,196,23.727800369262695,8.808442115783691
GGNBP2,360,20.226465225219727,8.238536834716797
POTEC,279,23.696622848510742,-2.2673373222351074
CCDC102A,95,26.000764846801758,-7.187812328338623
PSMC6,141,18.65247344970703,16.02789306640625
GCNT1,18,6.863525390625,18.905345916748047
MUC7,24,-1.8181231021881104,6.165524959564209
ZNF408,86,8.732316970825195,-7.471578598022461
SH3GLB2,61,16.643342971801758,-0.6704988479614258
RAB22A,13,17.49428367614746,11.999971389770508
POU3F3,35,1.4690756797790527,-3.7186203002929688
IL4,59,1.355515956878662,5.482954502105713
IDO2,412,20.865755081176758,18.04522705078125
PPFIA2,339,19.73799705505371,-1.6320536136627197
GNPAT,320,23.64672088623047,12.227778434753418
MCRS1,385,13.369406700134277,1.1066783666610718
RBM33,105,15.740715026855469,-7.772586822509766
WDR31,0,26.955345153808594,9.917389869689941
SULF1,337,0.3435983657836914,16.478487014770508
BOLA2B,263,9.173009872436523,10.437887191772461
RBM12B,386,23.294282913208008,-2.2540018558502197
PPFIBP1,357,21.110185623168945,-4.629278659820557
MAN1C1,18,8.192126274108887,18.788394927978516
GLCCI1,362,10.458866119384766,-4.548449516296387
CYB5A,227,20.875835418701172,19.927032470703125
SLC3A1,68,9.314745903015137,17.110265731811523
ZNF649,222,5.862441062927246,-7.486642837524414
TIGD3,74,6.408111572265625,0.8964885473251343
GET1,261,11.347410202026367,25.142032623291016
ZFP41,86,7.57513952255249,-8.03102970123291
SERPINH1,186,11.050199508666992,16.807876586914062
TLK2,211,18.604339599609375,0.6433384418487549
TRAV12-1,3,-4.362354755401611,2.669863224029541
IQSEC1,101,17.798471450805664,-2.783912181854248
GAREM2,248,6.999425888061523,-1.064549446105957
INTS8,96,27.294198989868164,6.699225902557373
MAP1LC3A,34,11.468844413757324,11.731842041015625
DLC1,71,15.744291305541992,-3.410623550415039
CPEB3,362,11.147903442382812,-4.748884201049805
CAST,85,7.98361873626709,2.1658570766448975
GPR156,175,16.930299758911133,-4.353526592254639
LHX5,274,3.9717938899993896,-5.421322345733643
DHRS4L2,67,14.886114120483398,20.042919158935547
KLK7,31,1.9974514245986938,9.711173057556152
ACSF3,32,16.270246505737305,20.026872634887695
CEND1,286,8.90980339050293,8.316245079040527
SKOR2,35,0.2374083697795868,-3.8592827320098877
MS4A1,130,5.2776360511779785,20.639034271240234
TRIM69,14,5.590618133544922,6.258550643920898
CD34,24,-0.6727373600006104,6.061462879180908
QPCT,28,7.754647731781006,15.678970336914062
ZNF544,189,7.222762107849121,-8.039854049682617
KIF19,455,23.000362396240234,-1.5691940784454346
NDUFA5,194,16.40637969970703,23.504100799560547
USP17L15,216,10.505534172058105,3.9761312007904053
METTL2B,159,24.802900314331055,14.30575180053711
SAMD8,2,10.276848793029785,23.951608657836914
FADS1,2,9.631906509399414,24.779813766479492
SLC22A5,1,5.7924113273620605,26.007373809814453
XRN1,271,22.23110008239746,-0.22564023733139038
SLC25A28,108,12.912825584411621,23.588897705078125
SCN2B,121,-5.262470722198486,9.27470874786377
POLR2J2,34,12.096145629882812,11.399624824523926
STXBP1,313,22.688684463500977,14.215158462524414
BCHE,192,11.08871078491211,19.717052459716797
TADA2B,103,11.000713348388672,-0.22339296340942383
TAF2,96,27.689714431762695,6.827151775360107
C2orf80,394,10.774742126464844,5.670250415802002
MYO1F,161,21.380605697631836,0.9878173470497131
HAPLN3,444,2.7871220111846924,13.244623184204102
SLC8B1,287,3.609809637069702,23.681049346923828
TSEN54,119,23.123247146606445,14.54544448852539
KRTAP4-5,122,-2.1340420246124268,1.5589532852172852
MSH3,198,22.714723587036133,5.430918216705322
ZNF777,86,7.699491024017334,-8.049399375915527
TRIM77,14,5.848445415496826,6.436845779418945
MOS,6,16.774465560913086,3.1010451316833496
CYB5B,227,20.930295944213867,19.77450180053711
SHB,362,10.122259140014648,-4.748721122741699
UBAP1L,436,4.492306709289551,4.265008449554443
PLA2G6,11,25.05583953857422,5.927645683288574
PIH1D2,356,2.743635416030884,4.9812188148498535
SLC9B1,287,3.905834197998047,23.600566864013672
RBPMS2,54,8.909506797790527,-4.115696430206299
SELENOI,2,10.180948257446289,23.859668731689453
RNF19B,321,7.090467929840088,22.007545471191406
HOXA13,35,0.9640387296676636,-4.189298152923584
NPVF,9,2.616532802581787,9.607175827026367
ITGB8,42,-1.1794373989105225,12.237444877624512
FBXO3,199,25.588998794555664,12.087989807128906
RSL1D1,97,20.199573516845703,8.603363990783691
MROH9,117,26.087858200073242,7.419929504394531
PCSK9,346,-1.022688388824463,10.980781555175781
RPL36AL,8,13.795487403869629,13.68145751953125
NXN,340,27.343172073364258,4.003602504730225
SDR9C7,67,14.342351913452148,19.568647384643555
SEMA3G,337,0.9906051158905029,15.887730598449707
DECR2,67,14.6225004196167,19.94624900817871
ST3GAL6,133,8.564946174621582,16.963205337524414
STBD1,137,18.718000411987305,-4.138009071350098
THAP9,74,6.89081335067749,0.007403045892715454
OR4K5,94,-2.9037466049194336,18.866924285888672
MBD3L1,49,6.1006550788879395,1.7279736995697021
CDCA5,25,21.11520767211914,4.889849662780762
FAM13B,223,19.853687286376953,2.3466343879699707
NUDT14,174,19.865079879760742,19.104736328125
RAB3IP,415,11.522517204284668,-2.0626778602600098
MTPN,11,25.306434631347656,5.814322471618652
HTR2A,17,-1.2236734628677368,25.474943161010742
PET117,36,14.747464179992676,22.577566146850586
SASS6,66,24.193632125854492,-1.4433581829071045
NRXN2,217,-1.4108939170837402,16.84975814819336
SCN3B,121,-5.123509883880615,9.227015495300293
SLC12A7,191,1.4724164009094238,25.98175621032715
TP53BP2,357,19.85582733154297,-4.769481658935547
UBE3D,283,26.395158767700195,12.777482032775879
BPIFA1,354,7.056807994842529,13.661530494689941
LSM6,34,12.66293716430664,12.532208442687988
ASNS,259,18.826236724853516,16.323461532592773
ATAT1,248,7.446544647216797,-1.8056985139846802
DCAF15,78,18.582584381103516,0.2682081460952759
KXD1,70,12.417703628540039,7.534883499145508
BDKRB1,63,-2.441161870956421,18.668174743652344
TMC5,41,1.7734713554382324,23.312585830688477
WDR27,0,26.97663116455078,10.016341209411621
IGHA2,341,-4.641189098358154,7.376681804656982
BCAS4,263,9.599478721618652,9.994991302490234
SERTAD4,33,2.791238784790039,-2.780653953552246
MYO1A,161,21.29173469543457,1.0231633186340332
SYCE2,150,18.245908737182617,6.683891296386719
ATF7,104,10.968706130981445,-6.584692001342773
EFHC1,328,27.87848663330078,4.170229434967041
MRPL35,27,21.937206268310547,25.487627029418945
SYT13,212,9.358293533325195,13.112048149108887
PLTP,354,6.865253448486328,12.475090026855469
REG1A,125,2.8909711837768555,11.163244247436523
TFAP2D,347,2.692765712738037,-6.725547790527344
SLAIN1,362,10.416547775268555,-4.9792070388793945
PRR11,25,20.940141677856445,4.944052696228027
ANXA9,280,13.480782508850098,10.735572814941406
INO80C,437,13.45217514038086,5.2234954833984375
B3GNT9,30,6.289281368255615,16.752567291259766
PHYHIPL,367,10.16880989074707,6.2367682456970215
IFNA8,59,1.8903261423110962,5.9968109130859375
AP1M2,141,18.914852142333984,15.728034973144531
MAP4,85,7.777273178100586,1.7668282985687256
OR5T2,127,-5.360659599304199,21.930086135864258
RASGRF1,47,15.02712345123291,0.36790433526039124
IBTK,271,22.131547927856445,-0.4994516670703888
LCE6A,188,-0.8435083031654358,2.528700828552246
GRAP,276,13.610407829284668,0.028409838676452637
GLUD1,73,17.90737533569336,17.758405685424805
OR8J3,127,-5.014619827270508,21.180339813232422
IGKC,341,-3.7622640132904053,6.258460998535156
ZNF2,222,5.504314422607422,-8.932462692260742
CRYBG1,163,19.48131561279297,-9.371127128601074
CEBPZOS,36,14.49690055847168,22.24181365966797
NT5DC1,318,22.033693313598633,16.55536651611328
YDJC,135,23.679994583129883,17.888927459716797
COL5A2,62,4.731921195983887,11.664497375488281
DAZL,54,8.693405151367188,-3.9902405738830566
EGFR,39,-5.629446506500244,12.618850708007812
ATP1B2,238,5.331801414489746,17.273040771484375
LRRC61,7,-4.386861324310303,14.211995124816895
SDK2,51,-3.601482629776001,11.90384578704834
LRRC4,92,-3.3822731971740723,14.589284896850586
P3H3,305,5.7704949378967285,14.995742797851562
MAP3K11,132,14.671711921691895,-3.1987457275390625
IL17C,314,-0.9264227747917175,5.329517841339111
PRADC1,323,17.5032958984375,23.463159561157227
RIPK2,6,16.29804229736328,3.5370593070983887
KTI12,408,26.251541137695312,17.53723907470703
BCL7A,384,12.061164855957031,1.9965265989303589
HBQ1,296,11.291440963745117,14.18894100189209
SLC5A9,58,2.9787039756774902,25.789461135864258
STAU1,437,12.641874313354492,5.899921894073486
TIMP2,19,0.23095041513442993,11.87387466430664
SUSD3,87,2.4347310066223145,17.780017852783203
KRTAP13-3,270,-4.116017818450928,-2.0107181072235107
TRAV23DV6,3,-4.635627746582031,2.4509310722351074
MYL2,4,11.85434341430664,10.957253456115723
RPL21,8,14.048746109008789,12.9306640625
TAS2R8,185,-2.353184223175049,20.477502822875977
ME2,73,17.336753845214844,17.298908233642578
POLR3F,320,23.669937133789062,12.927563667297363
PTPN20,276,12.961109161376953,0.32473260164260864
SEC14L3,327,11.712959289550781,15.104793548583984
PHGDH,210,18.04625129699707,21.864395141601562
TVP23C,218,8.463701248168945,22.106645584106445
TMEM143,119,23.000452041625977,15.202865600585938
DCDC2B,366,27.4699649810791,-0.001804351806640625
FAM161A,224,26.69193458557129,-0.5116838812828064
ABCB6,12,0.7160840630531311,21.658126831054688
REN,111,5.853884220123291,14.766554832458496
NOP9,214,3.1730668544769287,4.632883548736572
RARB,195,6.4039106369018555,-5.39628267288208
TRPC6,41,1.8402382135391235,23.903438568115234
NAAA,28,7.933053970336914,15.033937454223633
PCIF1,385,13.45573902130127,0.7392517328262329
LAMTOR1,201,5.973504066467285,20.134963989257812
GGH,28,7.785407066345215,15.542984962463379
ZNF17,55,8.829249382019043,-8.285585403442383
DCST1,41,1.1158722639083862,23.66263771057129
AKR1B15,43,14.443909645080566,19.192689895629883
SPRR2B,188,-1.2943533658981323,2.9075164794921875
ZNF705D,222,6.44077730178833,-8.059793472290039
TRANK1,229,23.504732131958008,3.5112109184265137
PARP11,262,24.637632369995117,16.377500534057617
DEFA6,152,4.060372352600098,8.277734756469727
INPP1,156,15.121952056884766,16.625940322875977
OR5D14,127,-5.751159191131592,21.123865127563477
TMEM92,87,2.3328051567077637,18.955116271972656
MRPS21,194,15.568105697631836,23.05670166015625
CENPX,240,14.899044036865234,10.610462188720703
PRKN,48,10.454946517944336,2.373748779296875
EPB42,142,10.868757247924805,16.409221649169922
GPR22,118,-1.7119834423065186,19.32685089111328
TRBV14,3,-3.6997203826904297,4.097442626953125
LARGE1,18,8.006183624267578,19.42133140563965
PIGR,330,-0.8526458144187927,12.646031379699707
DSCAML1,51,-3.4778754711151123,11.88477897644043
BRF2,273,20.518787384033203,7.606766700744629
AMY1C,111,5.973335266113281,13.650988578796387
HORMAD2,409,21.18558120727539,8.749990463256836
LGI1,343,-2.1528191566467285,15.570626258850098
MAB21L1,454,14.856378555297852,6.167938709259033
NT5DC3,202,20.27735710144043,16.05855369567871
STK16,6,16.433401107788086,3.743706226348877
WSCD1,133,8.041959762573242,18.340822219848633
ALG3,77,7.3503499031066895,24.99281120300293
GTPBP10,277,21.504709243774414,19.82729721069336
FJX1,30,6.126430034637451,16.380569458007812
GTF2I,103,11.511025428771973,-1.553121566772461
C17orf113,74,6.355108261108398,0.7089837789535522
PPP3CC,381,21.10920524597168,12.517134666442871
SF3B1,196,23.020097732543945,9.340588569641113
TTLL11,57,4.369295120239258,-0.31511110067367554
ENTPD6,411,9.244134902954102,20.470489501953125
SESN1,223,19.915395736694336,2.788407325744629
SEC16B,157,13.448657035827637,-8.133976936340332
GDA,32,15.225067138671875,19.939208984375
KLHL31,65,15.899526596069336,6.155928611755371
FNTA,57,3.9942774772644043,-0.3804853558540344
TMEM35B,29,10.731718063354492,22.500967025756836
SUCLA2,72,17.9150447845459,20.35308837890625
KRTAP4-7,122,-2.148862361907959,1.524623155593872
COPRS,294,9.725574493408203,7.027283191680908
MYL6,4,11.832003593444824,10.962799072265625
PI4KB,256,21.110151290893555,1.8877599239349365
CFAP57,90,24.675647735595703,2.0915701389312744
HTRA2,373,23.682069778442383,18.534597396850586
KLK4,31,1.8278146982192993,9.465736389160156
VPS39,96,27.071704864501953,7.5321526527404785
IGKV1-27,21,-2.1923890113830566,4.0094757080078125
LAMC2,26,1.6200504302978516,13.04650592803955
EFNA3,450,-1.1077532768249512,9.983736038208008
KLK14,31,1.917531967163086,9.54269790649414
ITGA11,100,2.785231113433838,14.858502388000488
C16orf82,166,1.3409829139709473,0.8979113698005676
FAM120B,78,19.294410705566406,-0.24646538496017456
DDIT3,180,5.685258388519287,-2.6143784523010254
CHEK2,6,16.969058990478516,3.2828822135925293
OR52A1,112,-3.512052536010742,17.797962188720703
CLIP4,421,14.322407722473145,-4.097023010253906
PODNL1,7,-5.80151891708374,13.387328147888184
OR1L8,200,-5.353780746459961,18.139205932617188
RUNX2,215,4.483195781707764,-4.32357120513916
SLC17A2,1,5.676905632019043,25.073917388916016
MYOCOS,5,3.8615946769714355,3.0997750759124756
SLC41A2,287,3.9291491508483887,23.7855281829834
SLC5A11,58,3.1581671237945557,25.950416564941406
CYP11B1,56,11.75432014465332,19.49807357788086
TMEM68,140,13.072491645812988,21.5870361328125
ZFP14,231,6.553153038024902,-9.347611427307129
SFI1,439,6.593681335449219,3.8973443508148193
REST,164,10.550092697143555,-7.545172214508057
C16orf54,87,2.4654366970062256,18.996368408203125
ACOD1,282,15.795400619506836,19.348905563354492
BCAR3,78,17.937297821044922,-0.9697396159172058
C4orf33,227,20.647348403930664,19.38242530822754
OR10A2,205,-2.5393214225769043,24.0914249420166
MRPL57,194,15.368499755859375,23.4167537689209
ZDHHC20,321,6.448758125305176,21.803451538085938
EIF5A2,165,11.395313262939453,14.32932186126709
CCDC7,138,21.678876876831055,-1.966699242591858
METTL2A,159,25.028278350830078,14.429768562316895
MYOM2,249,7.743210792541504,8.523637771606445
SNN,40,4.919903755187988,18.560192108154297
RNF130,422,2.9555468559265137,17.590553283691406
ICAM5,242,-3.115596294403076,9.421218872070312
CCDC93,66,24.82895278930664,-1.674161434173584
MAZ,81,5.740416049957275,-5.854093551635742
ZSWIM9,74,6.160035610198975,0.6166727542877197
AGPAT2,140,12.448659896850586,22.528165817260742
AJUBA,143,8.549665451049805,3.178490400314331
ENPP5,192,11.228816986083984,19.639171600341797
OR6K3,94,-4.425954818725586,19.178747177124023
IL36A,151,6.527164936065674,10.129140853881836
MPIG6B,107,-5.56671142578125,5.846715927124023
NRIP2,158,2.469090461730957,1.6155139207839966
NCOR1,139,19.146686553955078,-7.369462490081787
OR2G2,128,-4.675692558288574,16.017118453979492
PRPH,44,11.55560302734375,7.112149238586426
LBHD1,158,2.904047727584839,0.9728221893310547
IGHG1,341,-4.004998207092285,7.007246971130371
UBAP2,115,14.337053298950195,-5.168007850646973
MED7,70,12.98243236541748,7.976335525512695
TCP11,306,24.575355529785156,9.281519889831543
ATF3,180,5.4512529373168945,-2.393843173980713
DNAJB5,177,14.83661937713623,14.733770370483398
PSMD9,70,13.234254837036133,7.135926723480225
SMYD1,143,8.811469078063965,3.115164279937744
TMEM170A,29,10.43612003326416,23.01108169555664
PAPOLG,421,13.858692169189453,-3.8659980297088623
PGF,319,-1.3374935388565063,6.971636772155762
SRD5A1,369,11.054468154907227,25.849687576293945
CEP85L,66,25.355337142944336,-1.236132264137268
FAM217B,233,3.768944263458252,0.5690299868583679
SATB1,183,11.940399169921875,-8.540589332580566
TEKT5,44,11.1202974319458,6.446043014526367
ITGAX,100,2.626966953277588,14.73666000366211
ZNF586,55,9.355795860290527,-9.074013710021973
ID2,33,2.987732410430908,-2.6133878231048584
UGT1A8,192,10.395143508911133,18.311063766479492
C9orf50,158,2.495326280593872,0.9224820137023926
SYT4,212,9.783806800842285,12.44852352142334
CHRNB2,168,1.189761996269226,16.948585510253906
DAPP1,276,12.882829666137695,0.10843914747238159
S100A8,4,11.601729393005371,11.618988990783691
CCDC43,79,16.588960647583008,7.46856689453125
ATP8B4,12,1.3951038122177124,20.59846305847168
MAN1A2,18,8.146151542663574,18.731712341308594
OR4D6,94,-3.539435625076294,18.715564727783203
EIF4A1,141,17.805137634277344,15.903188705444336
KMT5B,220,19.08257293701172,5.47566556930542
NPHS1,242,-3.0471134185791016,9.398343086242676
USP13,223,19.01325798034668,2.229875087738037
ARSJ,28,8.266444206237793,15.592981338500977
MOGS,68,9.089669227600098,17.844032287597656
ZNF524,86,8.09262752532959,-7.05101203918457
LBR,2,9.957324981689453,23.769746780395508
GH1,59,1.4258112907409668,6.801746368408203
RTF1,79,17.289106369018555,7.3428826332092285
HRCT1,311,6.489140510559082,8.048470497131348
CATSPERD,429,26.930978775024414,5.937533855438232
NBPF15,154,5.262145519256592,2.943974256515503
KLHL17,65,16.78623390197754,6.788159370422363
ZNF496,83,6.101665019989014,-7.21291971206665
BANF2,383,13.105351448059082,3.1591687202453613
ADAMTSL3,42,-2.154322385787964,12.753594398498535
MELK,6,17.23084831237793,2.8782763481140137
SEBOX,295,-3.996889114379883,-8.288328170776367
GTF2H5,34,12.37367057800293,12.213382720947266
AP2B1,196,23.396087646484375,8.755369186401367
RD3,123,5.406783580780029,-1.415440559387207
PLSCR3,230,7.563807010650635,19.96178436279297
CTDP1,406,7.440042018890381,-2.2021913528442383
MCOLN2,41,1.9450907707214355,23.80948829650879
FBXO21,265,18.889175415039062,17.934274673461914
IL22RA2,99,-6.520867347717285,10.213401794433594
ADCY2,12,0.6820383071899414,21.3992862701416
MAP3K3,211,17.84719467163086,1.0436861515045166
MPP3,206,12.971816062927246,-0.9348255395889282
